year,realinc,income,educ,health,happy,class,prestg10,paeduc,age,sex,race,marital,polviews,trust,satfin,childs,wrkstat,region,natfare
2018.0,37455.0,12.0,13.0,,3.0,3.0,45.0,12.0,57.0,1,1.0,1.0,5.0,2.0,3.0,2.0,2.0,4.0,
2018.0,4086.0,,12.0,2.0,3.0,3.0,,12.0,38.0,0,3.0,1.0,,,2.0,2.0,7.0,4.0,2.0
2018.0,37455.0,12.0,14.0,,3.0,2.0,25.0,13.0,25.0,1,1.0,5.0,4.0,2.0,2.0,,2.0,4.0,2.0
2018.0,24970.0,12.0,16.0,3.0,2.0,2.0,22.0,,34.0,1,1.0,5.0,1.0,,3.0,,4.0,4.0,
2018.0,24970.0,12.0,13.0,,2.0,3.0,39.0,12.0,65.0,1,1.0,1.0,7.0,2.0,2.0,1.0,5.0,4.0,
2018.0,20430.0,12.0,12.0,2.0,2.0,2.0,45.0,,34.0,0,1.0,5.0,1.0,,3.0,,1.0,4.0,
2018.0,7377.5,10.0,15.0,3.0,3.0,3.0,38.0,12.0,34.0,0,1.0,5.0,2.0,2.0,3.0,,2.0,4.0,3.0
2018.0,2951.0,6.0,14.0,2.0,3.0,1.0,53.0,,40.0,0,1.0,5.0,6.0,2.0,3.0,5.0,4.0,4.0,
2018.0,17025.0,12.0,15.0,,2.0,2.0,59.0,,26.0,0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0
2018.0,8512.5,10.0,13.0,2.0,2.0,3.0,38.0,16.0,23.0,0,1.0,5.0,2.0,3.0,3.0,,1.0,4.0,2.0
2018.0,17025.0,12.0,12.0,2.0,2.0,2.0,49.0,12.0,24.0,0,1.0,5.0,4.0,,2.0,,1.0,4.0,3.0
2018.0,45400.0,12.0,16.0,,2.0,3.0,40.0,18.0,28.0,0,1.0,1.0,6.0,2.0,2.0,,2.0,4.0,3.0
2018.0,45400.0,12.0,15.0,,2.0,2.0,45.0,14.0,56.0,0,1.0,4.0,3.0,1.0,3.0,2.0,7.0,4.0,
2018.0,30645.0,12.0,16.0,2.0,2.0,3.0,66.0,,84.0,1,1.0,1.0,6.0,1.0,1.0,3.0,5.0,4.0,3.0
2018.0,10782.5,11.0,16.0,2.0,3.0,2.0,26.0,,42.0,0,1.0,3.0,7.0,2.0,2.0,3.0,2.0,4.0,
2018.0,,,20.0,,2.0,3.0,80.0,,44.0,1,3.0,5.0,3.0,1.0,1.0,,1.0,4.0,2.0
2018.0,119879.41732,12.0,20.0,,2.0,2.0,61.0,16.0,51.0,1,3.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0
2018.0,24970.0,12.0,16.0,1.0,1.0,2.0,60.0,,61.0,1,2.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0
2018.0,72640.0,12.0,16.0,1.0,2.0,3.0,61.0,12.0,37.0,0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0
2018.0,20430.0,12.0,16.0,,2.0,3.0,53.0,14.0,39.0,1,1.0,3.0,5.0,1.0,3.0,2.0,1.0,4.0,
2018.0,119879.41732,12.0,18.0,,2.0,3.0,61.0,14.0,65.0,1,3.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0
2018.0,12485.0,12.0,14.0,3.0,3.0,2.0,48.0,12.0,39.0,0,1.0,2.0,2.0,,1.0,2.0,2.0,1.0,2.0
2018.0,12485.0,12.0,13.0,1.0,1.0,2.0,24.0,,26.0,0,2.0,5.0,3.0,2.0,1.0,,1.0,1.0,
2018.0,45400.0,12.0,16.0,,2.0,2.0,45.0,10.0,55.0,0,1.0,1.0,6.0,1.0,1.0,5.0,1.0,1.0,3.0
2018.0,54480.0,12.0,16.0,1.0,2.0,3.0,64.0,12.0,51.0,0,1.0,1.0,7.0,,2.0,2.0,1.0,1.0,
2018.0,45400.0,12.0,16.0,,2.0,3.0,64.0,14.0,50.0,0,1.0,5.0,4.0,2.0,1.0,,1.0,1.0,3.0
2018.0,30645.0,12.0,14.0,2.0,1.0,3.0,44.0,12.0,61.0,1,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,3.0
2018.0,119879.41732,12.0,13.0,1.0,1.0,3.0,34.0,18.0,19.0,0,1.0,5.0,6.0,,1.0,,1.0,1.0,3.0
2018.0,20430.0,12.0,14.0,,3.0,2.0,46.0,12.0,42.0,0,2.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0
2018.0,14755.0,12.0,13.0,3.0,1.0,2.0,33.0,16.0,30.0,1,3.0,1.0,4.0,,1.0,2.0,1.0,1.0,
2018.0,8512.5,10.0,18.0,3.0,3.0,1.0,61.0,,60.0,0,1.0,5.0,4.0,2.0,2.0,,7.0,1.0,2.0
2018.0,20430.0,12.0,13.0,,2.0,2.0,53.0,,46.0,0,2.0,5.0,4.0,1.0,3.0,3.0,1.0,1.0,
2018.0,20430.0,12.0,12.0,,2.0,2.0,48.0,12.0,35.0,0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,
2018.0,7377.5,10.0,12.0,2.0,1.0,,27.0,,75.0,0,2.0,2.0,3.0,,3.0,,5.0,1.0,
2018.0,4086.0,,10.0,4.0,2.0,1.0,,12.0,35.0,0,1.0,1.0,4.0,2.0,3.0,,5.0,1.0,
2018.0,119879.41732,12.0,16.0,2.0,2.0,3.0,49.0,12.0,34.0,1,1.0,1.0,7.0,,1.0,4.0,1.0,1.0,
2018.0,54480.0,12.0,14.0,,1.0,2.0,49.0,,58.0,1,1.0,3.0,6.0,2.0,1.0,4.0,1.0,1.0,
2018.0,119879.41732,12.0,12.0,3.0,2.0,2.0,42.0,,55.0,1,1.0,2.0,6.0,,1.0,2.0,1.0,1.0,
2018.0,30645.0,12.0,16.0,2.0,3.0,4.0,62.0,,86.0,1,1.0,2.0,3.0,1.0,1.0,3.0,5.0,1.0,3.0
2018.0,20430.0,12.0,12.0,1.0,2.0,3.0,35.0,,54.0,1,1.0,5.0,6.0,,2.0,,1.0,1.0,3.0
2018.0,24970.0,12.0,16.0,,2.0,3.0,42.0,12.0,44.0,0,1.0,3.0,6.0,1.0,2.0,,1.0,1.0,3.0
2018.0,119879.41732,12.0,12.0,1.0,1.0,3.0,70.0,12.0,55.0,1,1.0,5.0,5.0,,1.0,1.0,1.0,1.0,
2018.0,9647.5,11.0,14.0,2.0,2.0,2.0,69.0,14.0,58.0,0,1.0,2.0,3.0,2.0,3.0,2.0,7.0,1.0,2.0
2018.0,30645.0,12.0,15.0,2.0,2.0,2.0,25.0,,54.0,1,1.0,3.0,6.0,2.0,2.0,1.0,1.0,1.0,
2018.0,17025.0,12.0,16.0,3.0,3.0,2.0,38.0,,31.0,0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0
2018.0,5107.5,,15.0,2.0,2.0,2.0,24.0,12.0,51.0,1,1.0,5.0,4.0,,2.0,,1.0,1.0,2.0
2018.0,20430.0,12.0,10.0,,1.0,2.0,50.0,12.0,39.0,1,1.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0
2018.0,12485.0,12.0,12.0,3.0,2.0,2.0,33.0,,86.0,0,1.0,2.0,4.0,1.0,2.0,3.0,5.0,1.0,
2018.0,37455.0,12.0,16.0,,2.0,2.0,64.0,11.0,54.0,1,1.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,
2018.0,,,12.0,3.0,3.0,3.0,,,26.0,1,2.0,5.0,3.0,,3.0,4.0,7.0,1.0,1.0
2018.0,54480.0,12.0,18.0,2.0,1.0,3.0,65.0,,37.0,0,1.0,1.0,3.0,,1.0,2.0,1.0,3.0,2.0
2018.0,119879.41732,12.0,16.0,3.0,3.0,3.0,39.0,14.0,45.0,1,1.0,3.0,5.0,2.0,2.0,3.0,1.0,3.0,3.0
2018.0,72640.0,12.0,14.0,2.0,1.0,3.0,45.0,,70.0,0,2.0,1.0,3.0,,1.0,3.0,5.0,3.0,2.0
2018.0,45400.0,12.0,20.0,1.0,2.0,2.0,60.0,20.0,43.0,1,3.0,1.0,4.0,,2.0,2.0,1.0,3.0,
2018.0,9647.5,11.0,14.0,,1.0,3.0,65.0,16.0,23.0,1,1.0,5.0,4.0,2.0,2.0,,1.0,3.0,2.0
2018.0,20430.0,12.0,17.0,2.0,2.0,2.0,53.0,11.0,42.0,0,3.0,5.0,5.0,,3.0,3.0,2.0,3.0,3.0
2018.0,10782.5,11.0,14.0,2.0,2.0,3.0,33.0,3.0,86.0,0,1.0,2.0,3.0,,2.0,6.0,5.0,3.0,
2018.0,24970.0,12.0,12.0,2.0,2.0,3.0,48.0,6.0,72.0,0,1.0,4.0,7.0,2.0,2.0,2.0,5.0,3.0,3.0
2018.0,12485.0,12.0,18.0,2.0,2.0,3.0,38.0,,55.0,0,1.0,3.0,4.0,1.0,2.0,1.0,4.0,3.0,
2018.0,5107.5,,11.0,3.0,2.0,4.0,33.0,,69.0,1,2.0,2.0,5.0,2.0,2.0,,5.0,3.0,
2018.0,,,6.0,,1.0,1.0,35.0,,89.0,0,2.0,2.0,,2.0,2.0,,5.0,3.0,1.0
2018.0,6242.5,,10.0,3.0,2.0,4.0,37.0,2.0,68.0,1,2.0,4.0,3.0,,3.0,,5.0,3.0,
2018.0,12485.0,12.0,12.0,,1.0,2.0,25.0,12.0,45.0,0,1.0,5.0,7.0,1.0,2.0,,2.0,3.0,
2018.0,10782.5,11.0,12.0,2.0,2.0,3.0,,,18.0,0,1.0,5.0,5.0,,1.0,,4.0,3.0,2.0
2018.0,5107.5,,13.0,,2.0,2.0,33.0,18.0,22.0,1,1.0,5.0,2.0,2.0,2.0,,1.0,3.0,2.0
2018.0,17025.0,12.0,12.0,2.0,2.0,2.0,39.0,,66.0,0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,3.0,3.0
2018.0,5107.5,,13.0,4.0,3.0,1.0,26.0,12.0,66.0,1,1.0,3.0,1.0,,3.0,3.0,5.0,3.0,1.0
2018.0,14755.0,12.0,,2.0,1.0,2.0,38.0,,21.0,1,1.0,5.0,4.0,2.0,1.0,,1.0,3.0,3.0
2018.0,14755.0,12.0,12.0,,2.0,2.0,38.0,,65.0,1,1.0,1.0,6.0,2.0,2.0,4.0,1.0,2.0,
2018.0,10782.5,11.0,13.0,2.0,2.0,2.0,28.0,13.0,29.0,1,1.0,1.0,4.0,,3.0,,2.0,2.0,1.0
2018.0,24970.0,12.0,13.0,,1.0,2.0,25.0,,50.0,0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0
2018.0,17025.0,12.0,12.0,2.0,2.0,2.0,25.0,,65.0,1,1.0,3.0,6.0,,2.0,,2.0,2.0,
2018.0,2951.0,6.0,11.0,3.0,3.0,2.0,41.0,,53.0,1,1.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0
2018.0,24970.0,12.0,14.0,1.0,1.0,2.0,47.0,,32.0,0,1.0,1.0,6.0,,2.0,3.0,7.0,2.0,3.0
2018.0,30645.0,12.0,12.0,,1.0,3.0,31.0,13.0,47.0,0,1.0,3.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0
2018.0,9647.5,11.0,12.0,3.0,1.0,2.0,22.0,2.0,58.0,1,3.0,1.0,4.0,,2.0,7.0,1.0,2.0,
2018.0,30645.0,12.0,15.0,3.0,2.0,3.0,64.0,,44.0,0,1.0,3.0,6.0,1.0,3.0,6.0,1.0,2.0,2.0
2018.0,3405.0,7.0,11.0,,3.0,2.0,36.0,12.0,50.0,1,1.0,3.0,5.0,2.0,3.0,1.0,,2.0,3.0
2018.0,30645.0,12.0,15.0,1.0,3.0,2.0,53.0,,51.0,1,1.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,
2018.0,24970.0,12.0,13.0,2.0,2.0,3.0,51.0,,53.0,0,3.0,2.0,5.0,,2.0,3.0,1.0,2.0,
2018.0,14755.0,12.0,14.0,2.0,3.0,2.0,47.0,12.0,44.0,0,2.0,5.0,6.0,2.0,3.0,5.0,1.0,2.0,
2018.0,30645.0,12.0,13.0,,2.0,2.0,40.0,12.0,40.0,1,1.0,5.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0
2018.0,10782.5,11.0,11.0,,2.0,1.0,24.0,,56.0,0,2.0,5.0,3.0,2.0,1.0,3.0,7.0,2.0,
2018.0,908.0,2.0,16.0,,2.0,1.0,37.0,,52.0,0,2.0,3.0,4.0,2.0,3.0,7.0,7.0,2.0,1.0
2018.0,8512.5,10.0,13.0,2.0,2.0,1.0,48.0,12.0,65.0,0,2.0,2.0,4.0,,2.0,1.0,2.0,2.0,
2018.0,37455.0,12.0,14.0,2.0,2.0,2.0,47.0,16.0,37.0,0,1.0,1.0,5.0,2.0,2.0,4.0,1.0,3.0,2.0
2018.0,72640.0,12.0,16.0,,1.0,3.0,50.0,18.0,50.0,1,1.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,
2018.0,8512.5,10.0,15.0,,2.0,3.0,38.0,16.0,27.0,0,1.0,3.0,5.0,1.0,3.0,,3.0,3.0,2.0
2018.0,63560.0,12.0,16.0,1.0,1.0,3.0,50.0,12.0,49.0,0,1.0,1.0,3.0,,2.0,2.0,1.0,3.0,
2018.0,227.0,1.0,,1.0,2.0,2.0,35.0,13.0,41.0,1,1.0,5.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0
2018.0,17025.0,12.0,14.0,2.0,3.0,3.0,56.0,,72.0,1,1.0,1.0,4.0,,3.0,3.0,5.0,3.0,1.0
2018.0,54480.0,12.0,12.0,1.0,2.0,2.0,40.0,7.0,42.0,1,1.0,3.0,,1.0,2.0,,1.0,3.0,
2018.0,14755.0,12.0,13.0,2.0,2.0,2.0,49.0,,24.0,1,1.0,5.0,1.0,,3.0,,1.0,3.0,
2018.0,20430.0,12.0,,,1.0,2.0,44.0,7.0,31.0,1,3.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,
2018.0,12485.0,12.0,13.0,1.0,2.0,3.0,38.0,12.0,33.0,0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,3.0,
2018.0,17025.0,12.0,,2.0,3.0,2.0,48.0,5.0,69.0,0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0
2018.0,30645.0,12.0,16.0,,2.0,2.0,53.0,,46.0,0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,
2018.0,30645.0,12.0,,2.0,1.0,3.0,50.0,,71.0,0,1.0,1.0,4.0,,2.0,4.0,5.0,3.0,3.0
2018.0,10782.5,11.0,16.0,2.0,2.0,3.0,,,22.0,0,1.0,5.0,4.0,2.0,1.0,,6.0,3.0,
2018.0,37455.0,12.0,14.0,,2.0,2.0,44.0,12.0,53.0,1,1.0,1.0,5.0,2.0,2.0,3.0,1.0,2.0,2.0
2018.0,54480.0,12.0,16.0,,1.0,3.0,69.0,17.0,30.0,1,1.0,1.0,5.0,2.0,1.0,,1.0,2.0,
2018.0,54480.0,12.0,16.0,2.0,1.0,3.0,65.0,17.0,61.0,1,1.0,1.0,6.0,,2.0,2.0,1.0,2.0,2.0
2018.0,63560.0,12.0,18.0,2.0,2.0,3.0,60.0,5.0,39.0,1,3.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,
2018.0,,,16.0,,1.0,3.0,49.0,16.0,27.0,1,1.0,1.0,5.0,1.0,1.0,,1.0,2.0,2.0
2018.0,17025.0,12.0,16.0,3.0,2.0,3.0,75.0,18.0,71.0,1,1.0,3.0,6.0,,1.0,2.0,5.0,2.0,
2018.0,119879.41732,12.0,12.0,2.0,1.0,3.0,46.0,14.0,60.0,0,1.0,1.0,4.0,1.0,2.0,,1.0,2.0,2.0
2018.0,30645.0,12.0,17.0,2.0,3.0,2.0,42.0,18.0,47.0,1,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,
2018.0,63560.0,12.0,14.0,2.0,2.0,2.0,33.0,16.0,33.0,1,1.0,1.0,3.0,1.0,2.0,,1.0,2.0,2.0
2018.0,14755.0,12.0,17.0,2.0,2.0,2.0,50.0,20.0,29.0,1,1.0,5.0,1.0,,2.0,,1.0,2.0,1.0
2018.0,20430.0,12.0,13.0,2.0,2.0,3.0,47.0,14.0,60.0,0,2.0,3.0,3.0,,2.0,,1.0,2.0,
2018.0,12485.0,12.0,13.0,3.0,2.0,2.0,25.0,12.0,27.0,0,2.0,5.0,3.0,2.0,3.0,4.0,7.0,2.0,2.0
2018.0,14755.0,12.0,,3.0,3.0,1.0,33.0,,30.0,1,1.0,5.0,,,3.0,,4.0,2.0,1.0
2018.0,9647.5,11.0,13.0,4.0,2.0,2.0,31.0,,24.0,0,1.0,5.0,3.0,2.0,2.0,,2.0,2.0,
2018.0,,,12.0,,2.0,2.0,46.0,,57.0,1,1.0,5.0,4.0,2.0,2.0,,1.0,2.0,
2018.0,9647.5,11.0,12.0,4.0,3.0,3.0,25.0,,19.0,1,1.0,5.0,4.0,,3.0,,2.0,2.0,1.0
2018.0,20430.0,12.0,11.0,3.0,2.0,1.0,43.0,,55.0,1,1.0,5.0,4.0,2.0,3.0,,1.0,2.0,
2018.0,24970.0,12.0,12.0,,2.0,2.0,48.0,,75.0,0,2.0,3.0,7.0,2.0,2.0,3.0,2.0,2.0,
2018.0,63560.0,12.0,13.0,2.0,2.0,2.0,59.0,,50.0,1,2.0,1.0,4.0,,1.0,1.0,1.0,2.0,3.0
2018.0,30645.0,12.0,17.0,2.0,2.0,2.0,39.0,6.0,70.0,1,1.0,1.0,6.0,2.0,2.0,3.0,1.0,2.0,
2018.0,14755.0,12.0,18.0,2.0,2.0,3.0,35.0,18.0,65.0,1,1.0,3.0,3.0,,2.0,2.0,5.0,2.0,
2018.0,9647.5,11.0,16.0,2.0,2.0,2.0,62.0,16.0,28.0,0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,
2018.0,45400.0,12.0,12.0,2.0,2.0,2.0,74.0,12.0,57.0,0,1.0,1.0,3.0,,2.0,5.0,1.0,2.0,
2018.0,17025.0,12.0,18.0,,2.0,3.0,48.0,12.0,48.0,1,1.0,1.0,4.0,1.0,2.0,5.0,7.0,2.0,
2018.0,,,12.0,1.0,1.0,4.0,25.0,12.0,18.0,0,1.0,5.0,2.0,1.0,2.0,,1.0,2.0,
2018.0,20430.0,12.0,15.0,,2.0,3.0,37.0,20.0,27.0,1,1.0,1.0,5.0,1.0,2.0,,1.0,2.0,3.0
2018.0,12485.0,12.0,12.0,2.0,1.0,2.0,35.0,12.0,41.0,1,1.0,1.0,2.0,,1.0,,2.0,2.0,
2018.0,119879.41732,12.0,18.0,,2.0,3.0,61.0,16.0,69.0,0,1.0,5.0,4.0,1.0,1.0,,5.0,2.0,
2018.0,12485.0,12.0,15.0,2.0,2.0,2.0,36.0,,32.0,0,2.0,5.0,3.0,,3.0,1.0,3.0,2.0,3.0
2018.0,227.0,1.0,12.0,,1.0,3.0,,15.0,21.0,0,2.0,5.0,4.0,2.0,2.0,,7.0,2.0,1.0
2018.0,12485.0,12.0,12.0,2.0,2.0,1.0,39.0,15.0,30.0,0,2.0,5.0,4.0,,3.0,1.0,1.0,2.0,
2018.0,5107.5,,12.0,3.0,2.0,2.0,47.0,10.0,66.0,0,1.0,3.0,3.0,2.0,3.0,6.0,5.0,2.0,1.0
2018.0,17025.0,12.0,15.0,,2.0,3.0,46.0,12.0,59.0,0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,
2018.0,14755.0,12.0,12.0,2.0,2.0,3.0,43.0,,22.0,0,3.0,5.0,4.0,,3.0,1.0,1.0,2.0,2.0
2018.0,14755.0,12.0,16.0,2.0,2.0,2.0,56.0,,31.0,1,1.0,5.0,2.0,,3.0,,1.0,2.0,
2018.0,14755.0,12.0,16.0,,3.0,2.0,46.0,,50.0,0,1.0,3.0,4.0,2.0,3.0,3.0,7.0,2.0,
2018.0,8512.5,10.0,15.0,2.0,2.0,3.0,35.0,16.0,21.0,1,1.0,5.0,6.0,,1.0,,2.0,2.0,3.0
2018.0,24970.0,12.0,16.0,3.0,1.0,3.0,61.0,,29.0,1,1.0,1.0,3.0,1.0,1.0,,2.0,2.0,
2018.0,2043.0,4.0,15.0,,2.0,3.0,,12.0,21.0,0,1.0,5.0,4.0,2.0,1.0,,2.0,2.0,1.0
2018.0,30645.0,12.0,15.0,1.0,3.0,3.0,31.0,18.0,21.0,0,3.0,5.0,1.0,1.0,2.0,,6.0,2.0,1.0
2018.0,10782.5,11.0,17.0,,2.0,2.0,48.0,18.0,25.0,1,1.0,5.0,2.0,1.0,3.0,,2.0,2.0,
2018.0,37455.0,12.0,16.0,2.0,2.0,3.0,30.0,16.0,22.0,1,1.0,5.0,5.0,,2.0,,6.0,2.0,2.0
2018.0,,,13.0,3.0,3.0,3.0,24.0,16.0,23.0,1,2.0,5.0,,2.0,3.0,1.0,3.0,2.0,
2018.0,119879.41732,12.0,14.0,3.0,2.0,3.0,,17.0,21.0,1,1.0,5.0,2.0,,1.0,,6.0,2.0,
2018.0,6242.5,,15.0,1.0,3.0,3.0,38.0,20.0,21.0,1,1.0,5.0,3.0,2.0,1.0,,4.0,2.0,2.0
2018.0,119879.41732,12.0,16.0,,2.0,1.0,53.0,12.0,55.0,1,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,
2018.0,37455.0,12.0,20.0,1.0,2.0,3.0,69.0,12.0,63.0,1,1.0,1.0,4.0,1.0,2.0,,1.0,2.0,
2018.0,24970.0,12.0,12.0,2.0,1.0,2.0,47.0,,86.0,0,1.0,2.0,6.0,,1.0,1.0,5.0,2.0,
2018.0,54480.0,12.0,,2.0,1.0,2.0,35.0,,40.0,1,1.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,3.0
2018.0,20430.0,12.0,12.0,,3.0,2.0,28.0,,42.0,1,3.0,1.0,6.0,2.0,3.0,3.0,1.0,2.0,3.0
2018.0,10782.5,11.0,12.0,3.0,3.0,2.0,39.0,,64.0,0,1.0,4.0,6.0,2.0,3.0,2.0,5.0,2.0,
2018.0,119879.41732,12.0,20.0,3.0,1.0,3.0,74.0,16.0,72.0,0,1.0,3.0,2.0,,3.0,3.0,5.0,4.0,3.0
2018.0,12485.0,12.0,16.0,,2.0,3.0,53.0,,84.0,1,1.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,
2018.0,17025.0,12.0,14.0,,1.0,3.0,38.0,16.0,30.0,0,2.0,5.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0
2018.0,9647.5,11.0,12.0,2.0,2.0,2.0,45.0,,33.0,1,1.0,5.0,1.0,,2.0,,1.0,4.0,
2018.0,17025.0,12.0,14.0,1.0,2.0,3.0,43.0,12.0,76.0,1,1.0,2.0,6.0,3.0,2.0,2.0,5.0,4.0,3.0
2018.0,30645.0,12.0,19.0,,2.0,2.0,65.0,16.0,28.0,1,3.0,5.0,4.0,3.0,2.0,,1.0,4.0,
2018.0,12485.0,12.0,16.0,1.0,1.0,3.0,31.0,18.0,23.0,0,2.0,5.0,4.0,2.0,1.0,,6.0,4.0,
2018.0,24970.0,12.0,12.0,,2.0,2.0,28.0,,30.0,0,1.0,1.0,5.0,2.0,2.0,3.0,7.0,4.0,3.0
2018.0,9647.5,11.0,12.0,1.0,2.0,3.0,48.0,7.0,29.0,0,3.0,5.0,4.0,,1.0,,1.0,4.0,
2018.0,,,11.0,3.0,2.0,2.0,28.0,,23.0,1,1.0,3.0,4.0,3.0,3.0,,2.0,4.0,2.0
2018.0,6242.5,,17.0,,3.0,3.0,58.0,,85.0,1,1.0,5.0,4.0,2.0,2.0,,1.0,4.0,
2018.0,45400.0,12.0,,3.0,2.0,2.0,31.0,,58.0,1,3.0,1.0,,,1.0,,4.0,4.0,3.0
2018.0,54480.0,12.0,13.0,3.0,3.0,3.0,47.0,12.0,86.0,1,1.0,2.0,4.0,1.0,1.0,1.0,5.0,4.0,
2018.0,63560.0,12.0,17.0,,1.0,3.0,67.0,13.0,82.0,1,1.0,1.0,6.0,1.0,2.0,6.0,5.0,4.0,3.0
2018.0,10782.5,11.0,12.0,3.0,1.0,1.0,25.0,12.0,50.0,1,2.0,1.0,4.0,,2.0,,1.0,4.0,
2018.0,45400.0,12.0,13.0,,2.0,2.0,24.0,13.0,55.0,1,2.0,5.0,1.0,2.0,2.0,1.0,1.0,4.0,
2018.0,45400.0,12.0,16.0,2.0,1.0,3.0,,3.0,41.0,0,3.0,3.0,4.0,,3.0,3.0,1.0,4.0,
2018.0,45400.0,12.0,14.0,1.0,2.0,2.0,34.0,13.0,22.0,1,3.0,5.0,3.0,2.0,2.0,,2.0,4.0,
2018.0,54480.0,12.0,14.0,,1.0,3.0,47.0,,28.0,1,1.0,1.0,7.0,1.0,1.0,3.0,1.0,4.0,2.0
2018.0,14755.0,12.0,12.0,3.0,2.0,3.0,31.0,,87.0,0,2.0,3.0,3.0,,1.0,5.0,5.0,4.0,1.0
2018.0,54480.0,12.0,16.0,,2.0,3.0,64.0,13.0,64.0,1,3.0,1.0,6.0,3.0,1.0,3.0,1.0,4.0,3.0
2018.0,119879.41732,12.0,11.0,1.0,2.0,3.0,,16.0,18.0,0,1.0,5.0,4.0,,2.0,,6.0,4.0,3.0
2018.0,,,12.0,,2.0,3.0,47.0,12.0,73.0,0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,1.0
2018.0,,,13.0,,1.0,2.0,46.0,12.0,68.0,0,1.0,1.0,4.0,3.0,1.0,,5.0,4.0,
2018.0,119879.41732,12.0,20.0,2.0,1.0,4.0,69.0,14.0,51.0,0,1.0,1.0,6.0,,1.0,3.0,1.0,4.0,2.0
2018.0,54480.0,12.0,16.0,2.0,1.0,3.0,43.0,,67.0,1,1.0,1.0,4.0,1.0,2.0,2.0,1.0,4.0,
2018.0,119879.41732,12.0,16.0,,1.0,4.0,69.0,,81.0,1,1.0,2.0,2.0,1.0,1.0,5.0,5.0,4.0,1.0
2018.0,119879.41732,12.0,16.0,2.0,2.0,3.0,41.0,12.0,70.0,1,1.0,3.0,4.0,,1.0,4.0,5.0,4.0,
2018.0,37455.0,12.0,12.0,,1.0,2.0,49.0,12.0,63.0,1,1.0,1.0,6.0,3.0,1.0,1.0,5.0,4.0,
2018.0,20430.0,12.0,12.0,3.0,2.0,3.0,38.0,10.0,71.0,0,1.0,1.0,6.0,1.0,2.0,3.0,5.0,2.0,
2018.0,119879.41732,12.0,16.0,2.0,1.0,3.0,53.0,12.0,34.0,1,1.0,1.0,5.0,,1.0,2.0,1.0,2.0,
2018.0,24970.0,12.0,16.0,2.0,1.0,3.0,51.0,12.0,86.0,1,1.0,2.0,4.0,,2.0,3.0,2.0,2.0,3.0
2018.0,20430.0,12.0,12.0,,3.0,3.0,32.0,,39.0,0,1.0,5.0,3.0,2.0,2.0,,1.0,2.0,
2018.0,24970.0,12.0,12.0,4.0,3.0,2.0,25.0,,47.0,1,1.0,3.0,4.0,,3.0,1.0,4.0,2.0,
2018.0,63560.0,12.0,18.0,3.0,2.0,3.0,64.0,,33.0,0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,
2018.0,17025.0,12.0,16.0,,2.0,3.0,49.0,,31.0,1,3.0,2.0,3.0,2.0,3.0,,1.0,2.0,
2018.0,119879.41732,12.0,12.0,2.0,2.0,3.0,36.0,12.0,57.0,0,1.0,1.0,5.0,,1.0,1.0,5.0,2.0,3.0
2018.0,30645.0,12.0,13.0,,2.0,2.0,55.0,,35.0,1,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0
2018.0,30645.0,12.0,12.0,3.0,2.0,2.0,48.0,12.0,65.0,0,1.0,2.0,1.0,,2.0,2.0,5.0,2.0,
2018.0,14755.0,12.0,12.0,3.0,3.0,3.0,40.0,,69.0,1,1.0,5.0,4.0,2.0,2.0,,5.0,2.0,3.0
